module,key,english,old_zh,translation
pid,dsEdit.pid.steadyStateMinAcceptableCurveFit,Steady state minimum acceptable curve fit,Steady state minimum acceptable curve fit,穩態最小可接受的曲線擬合
pid,dsEdit.pid.steadyStateFilterWindowSize,Steady state filter window size,Steady state filter window size,穩態濾波器窗口尺寸
pid,dsEdit.pid.discoveryTool,System analysis tool,System analysis tool,系統分析工具
pid,dsEdit.pid.advancedOptions,Advanced options,Advanced options,高級選項
pid,dsEdit.pid.steadyStateWaitDetectionSettings,Steady state wait detection settings,Steady state wait detection settings,穩態等待檢測設定
pid,dsEdit.pid.deadTimeDetectionSettings,Dead time detection settings,Dead time detection settings,死時間檢測設定
pid,dsEdit.pid.riseTimeDetectionSettings,Rise time detection settings,Rise time detection settings,上升時間檢測設定
pid,dsEdit.pid.settleTimeDetectionSettings,Settle time  detection settings,Settle time  detection settings,解決時間檢測設定
pid,dsEdit.pid.steadyStateDetectionSettings,Steady state detection settings,Steady state detection settings,穩態檢測設定
pid,dsEdit.pid.loadDiscoveryData,Load discovery data,Load discovery data,載入發現資料
pid,dsEdit.pid.saveDiscoveryData,Save current discovery data,Save current discovery data,保存當前發現資料
pid,dsEdit.pid.discoveryDataSaved,Current discovery data has been saved and will automatically be saved again when discovery completes.,Current discovery data has been saved and will automatically be saved again when discovery completes.,當前的發現資料已保存，並且在發現完成後將自動保存。
pid,dsEdit.pid.discoveryDataNotSaved,"Discovery data unable to be saved, is the data source running?","Discovery data unable to be saved, is the data source running?",發現資料無法保存，資料來源是否執行？
pid,dsEdit.pid.noDataAvailable,Discovery data is only available while controller is in discovery mode.,Discovery data is only available while controller is in discovery mode.,發現資料僅在控制器處於發現模式時可用。
pid,dsEdit.pid.systemStepResponse,System Step Response,System Step Response,系統步長響應
pid,pid.state.off,Off,Off,離開
pid,pid.state.discovery,Discovery,Discovery,發現
pid,pid.state.tuning,Tuning,Tuning,調諧
pid,pid.state.running,Running,Running,執行
pid,pid.proportional.name,Proportional Scale,Proportional Scale,比例尺度
pid,pid.integral.name,Integral Time,Integral Time,整體時間
pid,pid.derivative.name,Derivative Time,Derivative Time,派生時間
pid,pid.setpoint.name,Setpoint,Setpoint,設定點
pid,pid.output.name,Controller output / System input,Controller output / System input,控制器輸出 /系統輸入
pid,pid.input.name,System output / Contoller input,System output / Contoller input,系統輸出 /調解器輸入
pid,pid.mode.name,Controller mode,Controller mode,控制器模式
pid,pid.timeConstant.name,System time constant,System time constant,系統時間常數
pid,pid.deadTime.name,System dead time,System dead time,系統死時間
pid,pid.modelGain.name,System gain,System gain,系統增益
pid,pid.normalizedSlope.name,System normalized slope,System normalized slope,系統標準化坡度
pid,pid.steadyStateWaitCurve.name,Steady state wait curve,Steady state wait curve,穩態等待曲線
pid,pid.deadTimeCurve.name,Dead time curve,Dead time curve,死時間曲線
pid,pid.riseTimeCurve.name,Rise time curve,Rise time curve,上升時間曲線
pid,pid.settleTimeCurve.name,Settle time curve,Settle time curve,解決時間曲線
pid,pid.steadyStateCurve.name,Steady state curve,Steady state curve,穩態曲線
pid,pid.setpoint.message,Set by {0},Set by {0},由{0}設定
pid,pid.setpoint.recursiveFailure,Recursive failure during set point for data source {0},Recursive failure during set point for data source {0},資料來源的設定點期間的遞歸失敗{0}
pid,pid.validate.belowOutputLowLimit,Cannot be below output low limit,Cannot be below output low limit,不能低於輸出低限
pid,pid.validate.aboveOutputLowLimit,Cannot be above output high limit,Cannot be above output high limit,不能超過輸出高限
pid,pid.emport.error.missing,Missing ''{0}'',Missing ''{0}'',缺少''{0}''
pid,pid.event.pointNotAvailable,Data point not available for: {0},Data point not available for: {0},資料點不可用：{0}
pid,pid.event.pointNotAvailableBecause,Data point not available for: {0} because {1},Data point not available for: {0} because {1},資料點不可用：{0}，因為{1}
pid,pid.event.startupFailed,PID data source failed to startup: {0},PID data source failed to startup: {0},PID資料來源無法啟動：{0}
pid,pid.event.pointSetFailure,Point set failed,Point set failed,點集失敗
pid,pid.event.discoveryAutoShutoff,"Discovery auto shut-off due to system reaching set point, reduce discovery output or increase setpoint","Discovery auto shut-off due to system reaching set point, reduce discovery output or increase setpoint",發現由於系統到達設定點而導致的自動關閉，減少發現輸出或增加設定點
pid,pid.event.discoveryToRunning,Mode changed to Running after Discovery mode completed,Mode changed to Running after Discovery mode completed,在發現模式完成後，模式更改為執行
pid,pid.event.modeChange,Mode automatically changed,Mode automatically changed,模式自動更改
pid,pid.event.noValueSet,No value set for point,No value set for point,沒有值設定的值
pid,pid.dox.pidDS,PID Data Source Properties,PID Data Source Properties,PID資料來源屬性
pid,pid.dox.pidPP,PID Point Properties,PID Point Properties,PID點屬性
pid,pid.dox.pidDiscovery,PID Discovery Tool,PID Discovery Tool,PID發現工具
pointLinks,point-links.description,Page for creating and editing links between points with optional scripted conversion,Page for creating and editing links between points with optional scripted conversion,用於建立和編輯鏈接的頁面，並通過可選的腳本轉換來建立和編輯鏈接
pointLinks,annotation.pointLink,Point link set by point with xid ''{0}'',Point link set by point with xid ''{0}'',用XID''{0}''按點設定的點鏈接
pointLinks,js.disabledPointLink,Disabled point link,Disabled point link,禁用點鏈接
pointLinks,dox.pointLinks,Point links,Point links,點鏈接
pointLinks,emport.pointLink.prefix,Point link ''{0}'': {1},Point link ''{0}'': {1},點鏈接''{0}''：{1}
pointLinks,events.editPointLink,Edit point link,Edit point link,編輯點鏈接
pointLinks,header.pointLinks,Point links,Point links,點鏈接
pointLinks,pointLinks.pointLinks,Point links,Point links,點鏈接
pointLinks,pointLinks.pointLink,Point link,Point link,點鏈接
pointLinks,pointLinks.details,Point link details,Point link details,點鏈接詳細資訊
pointLinks,pointLinks.source,Source point,Source point,源點
pointLinks,pointLinks.target,Target point,Target point,目標點
pointLinks,pointLinks.script,Script,Script,腳本
pointLinks,pointLinks.event,Event,Event,事件
pointLinks,pointLinks.logLevel,Log level,Log level,日誌級別
pointLinks,pointLinks.validate.sourceRequired,Source point is required,Source point is required,源點需要
pointLinks,pointLinks.validate.targetRequired,Target point is required,Target point is required,目標點需要
pointLinks,pointLinks.validate.samePoint,Source and target points cannot be the same,Source and target points cannot be the same,來源和目標點不能相同
pointLinks,pointLinks.pointLinkAdded,Point link added,Point link added,新增了點鏈接
pointLinks,pointLinks.pointLinkSaved,Point link saved,Point link saved,保存點鏈接
pointLinks,pointLinks.validate.success,Script result: {0},Script result: {0},腳本結果：{0}
pointLinks,pointLinks.validate.successTs,"Script result: {0}, timestamp={1}","Script result: {0}, timestamp={1}",腳本結果：{0}，timestamp = {1}
pointLinks,pointLinks.validate.successNoValue,"Script result: Success, no value set to target.","Script result: Success, no value set to target.",腳本結果：成功，沒有設定目標的值。
pointLinks,pointLinks.validate.scriptError,Script error: {0},Script error: {0},腳本錯誤：{0}
pointLinks,internal.monitor.POINT_LINK_COUNT,Point link count,Point link count,點鏈接計數
pointLinks,event.system.pointLinkAlreadyRunningSpecific,Point link {0} already running,Point link {0} already running,點鏈接{0}已經在執行
pointLinks,event.system.pointLinkAlreadyRunning,Point link already running,Point link already running,點鏈接已經在執行
pointLinks,event.system.pointLinkSpecific,Point link {0} failure,Point link {0} failure,點鏈接{0}失敗
pointLinks,event.system.pointLink,Point link failure,Point link failure,點鏈接故障
pointLinks,event.audit.pointLink,Point link,Point link,點鏈接
pointLinks,event.pointLink.duplicateRuns,Cannot execute point link because it is currently running,Cannot execute point link because it is currently running,無法執行點鏈接，因為它當前正在執行
pointLinks,event.pointLink.sourceUnavailable,Point link source is unavailable,Point link source is unavailable,點鏈接源不可用
pointLinks,event.pointLink.targetUnavailable,Point link target is unavailable,Point link target is unavailable,點鏈接目標不可用
pointLinks,event.pointLink.targetNotSettable,Point link target is not settable,Point link target is not settable,點鏈接目標無法設定
pointLinks,event.pointLink.recursionFailure,The point link was not performed due to a recursion overflow. There may be an infinite recursion loop in your configuration.,The point link was not performed due to a recursion overflow. There may be an infinite recursion loop in your configuration.,由於遞歸溢出，未執行點鏈接。您的配置中可能有無限的遞歸循環。
pointLinks,event.pointLink.nullResult,Script returned null. Ignoring result.,Script returned null. Ignoring result.,腳本返回null。忽略結果。
pointLinks,event.pointLink.convertError,Source data type does not match target data type,Source data type does not match target data type,源資料類型與目標資料類型不符合
pointLinks,emport.error.link.invalid,Point link has an invalid ''{0}'' value of ''{1}''. Valid values are {2},Point link has an invalid ''{0}'' value of ''{1}''. Valid values are {2},點鏈接具有無效的'{0}'''{1}''的值。有效值為{2}
pointLinks,pointLinks.permission.view,Point Link View Permission,Point Link View Permission,點鏈接視圖權限
pointLinks,pointLinks.writeAnnotation,Write annotation,Write annotation,寫入註釋
pointLinks,pointLinks.set.permissionDenied,Point link {0} denied permissions setting point {1},Point link {0} denied permissions setting point {1},點鏈接{0}拒絕權限設定點{1}
pointLinks,pointLinks.setTest.permissionDenied,Permissions failure setting point {0},Permissions failure setting point {0},權限故障設定點{0}
pop3,pop3.description,Data source for parsing content from emails,Data source for parsing content from emails,從電子郵件中解析內容的資料來源
pop3,dox.pop3DS,POP3 data source,POP3 data source,POP3資料來源
pop3,dsEdit.pop3,POP3 Email,POP3 Email,POP3電子郵件
pop3,dsEdit.pop3Point,POP3 Email Data Point,POP3 Email Data Point,POP3電子郵件資料點
pop3,dsEdit.pop3.dpconn,Regex: {0},Regex: {0},正規表示式：{0}
pop3,dsEdit.pop3.regex,RegEx,RegEx,正規表示式
pop3,dsEdit.pop3.binary0Value,Binary 0 value,Binary 0 value,二進制0值
pop3,dsEdit.pop3.numberFormat,Number format,Number format,數字格式
pop3,dsEdit.pop3.checkPeriod,Inbox check period,Inbox check period,收件箱檢查期
pop3,dsEdit.pop3.port,POP3 port,POP3 port,POP3埠號
pop3,dsEdit.pop3.testContent,Test content,Test content,測試內容
pop3,dsEdit.pop3.findInSubject,Find in subject,Find in subject,在主題中找到
pop3,dsEdit.pop3.valueRegex,Value RegEx,Value RegEx,數值正規表示式
pop3,dsEdit.pop3.testValue,Test value parameters against test data,Test value parameters against test data,測試值參數針對測試資料
pop3,dsEdit.pop3.ignoreIfMissing,Ignore if missing,Ignore if missing,如果缺少，請忽略
pop3,dsEdit.pop3.useMessageTime,Use message received time,Use message received time,使用收到的消息時間
